depth,index,method,strategy,path_length,visited,processed,max_depth,execution_time
7,215,dfs,drlu,19,1485251,815424,20,1019.159
7,215,dfs,drul,19,1222823,670859,20,858.875
7,215,dfs,ludr,15,9211,5043,20,10.354
7,215,dfs,lurd,17,777426,426546,20,554.813
7,215,dfs,rdlu,19,42743,23418,20,33.220
7,215,dfs,rdul,19,27429,15029,20,22.794
7,215,dfs,uldr,15,9208,5043,20,12.193
7,215,dfs,ulrd,17,777237,426311,20,546.662
7,216,astr,hamm,7,26,12,11,5.110
7,216,astr,manh,7,43,20,19,5.106
7,216,bfs,drlu,7,617,285,7,3.637
7,216,bfs,drul,7,653,303,7,3.840
7,216,bfs,ludr,7,394,182,7,3.494
7,216,bfs,lurd,7,392,181,7,3.741
7,216,bfs,rdlu,7,615,284,7,3.615
7,216,bfs,rdul,7,651,302,7,3.979
7,216,bfs,uldr,7,429,200,7,3.510
7,216,bfs,ulrd,7,427,199,7,3.577
7,216,dfs,drlu,19,426825,234220,20,293.190
7,216,dfs,drul,19,286104,156901,20,200.647
7,216,dfs,ludr,17,707,393,20,4.958
7,216,dfs,lurd,19,192321,105405,20,141.072
7,216,dfs,rdlu,17,178111,97605,20,124.891
7,216,dfs,rdul,17,114868,63019,20,84.509
7,216,dfs,uldr,19,1055434,578997,20,775.126
7,216,dfs,ulrd,19,970465,532345,20,721.123
7,217,astr,hamm,7,16,8,7,4.314
7,217,astr,manh,7,16,8,7,4.397
7,217,bfs,drlu,7,529,251,7,3.446
7,217,bfs,drul,7,529,251,7,4.053
7,217,bfs,ludr,7,307,148,7,3.258
7,217,bfs,lurd,7,273,130,7,3.526
7,217,bfs,rdlu,7,497,234,7,3.578
7,217,bfs,rdul,7,497,234,7,3.565
7,217,bfs,uldr,7,307,148,7,3.418
7,217,bfs,ulrd,7,273,130,7,3.360
7,217,dfs,drlu,19,4207128,2307515,20,2869.639
7,217,dfs,drul,19,4190783,2298831,20,2854.238
7,217,dfs,ludr,19,324192,177690,20,227.564
7,217,dfs,lurd,15,144489,79177,20,109.131
7,217,dfs,rdlu,17,174370,95575,20,122.486
7,217,dfs,rdul,17,76249,41730,20,55.715
7,217,dfs,uldr,19,297375,163020,20,226.187
7,217,dfs,ulrd,15,41863,22976,20,34.642
7,218,astr,hamm,7,28,13,12,4.520
7,218,astr,manh,7,25,13,12,4.524
7,218,bfs,drlu,7,524,249,7,4.088
7,218,bfs,drul,7,320,154,7,3.272
7,218,bfs,ludr,7,491,231,7,3.442
7,218,bfs,lurd,7,484,228,7,3.425
7,218,bfs,rdlu,7,517,246,7,4.279
7,218,bfs,rdul,7,313,151,7,3.293
7,218,bfs,uldr,7,285,135,7,3.489
7,218,bfs,ulrd,7,278,132,7,3.345
7,218,dfs,drlu,17,598319,328091,20,405.384
7,218,dfs,drul,19,84,55,20,3.980
7,218,dfs,ludr,19,3171377,1739517,20,2276.187
7,218,dfs,lurd,19,3171511,1739877,20,2256.318
7,218,dfs,rdlu,17,482604,264773,20,338.466
7,218,dfs,rdul,19,21,20,20,3.849
7,218,dfs,uldr,17,511115,280213,20,366.194
7,218,dfs,ulrd,17,319144,174921,20,239.311
7,219,astr,hamm,7,29,14,13,4.349
7,219,astr,manh,7,22,11,10,4.523
7,219,bfs,drlu,7,504,234,7,3.645
7,219,bfs,drul,7,504,234,7,3.645
7,219,bfs,ludr,7,669,307,7,3.842
7,219,bfs,lurd,7,542,250,7,3.619
7,219,bfs,rdlu,7,376,177,7,3.591
7,219,bfs,rdul,7,376,177,7,3.826
7,219,bfs,uldr,7,669,307,7,3.719
7,219,bfs,ulrd,7,542,250,7,3.682
7,219,dfs,drlu,19,350454,192301,20,239.923
7,219,dfs,drul,19,459385,252077,20,315.169
7,219,dfs,ludr,19,455089,249774,20,320.170
7,219,dfs,lurd,19,487889,267717,20,352.620
7,219,dfs,rdlu,19,118131,64780,20,85.476
7,219,dfs,rdul,15,46369,25500,20,36.021
7,219,dfs,uldr,19,2028223,1112527,20,1445.706
7,219,dfs,ulrd,19,1281318,702693,20,931.363
7,220,astr,hamm,7,20,9,8,4.445
7,220,astr,manh,7,23,11,10,4.814
7,220,bfs,drlu,7,363,170,7,3.448
7,220,bfs,drul,7,350,163,7,3.454
7,220,bfs,ludr,7,575,267,7,4.163
7,220,bfs,lurd,7,693,320,7,3.709
7,220,bfs,rdlu,7,484,224,7,3.685
7,220,bfs,rdul,7,473,218,7,3.567
7,220,bfs,uldr,7,562,260,7,3.990
7,220,bfs,ulrd,7,682,314,7,3.717
7,220,dfs,drlu,17,629,347,20,4.409
7,220,dfs,drul,17,342916,188125,20,236.856
7,220,dfs,ludr,19,1281508,702800,20,909.757
7,220,dfs,lurd,19,2028335,1112589,20,1498.675
7,220,dfs,rdlu,19,821080,450880,20,562.074
7,220,dfs,rdul,19,1211637,664723,20,852.715
7,220,dfs,uldr,19,502291,275612,20,357.480
7,220,dfs,ulrd,19,464776,255160,20,333.464
7,221,astr,hamm,7,18,9,8,4.695
7,221,astr,manh,7,21,11,10,5.123
7,221,bfs,drlu,7,235,112,7,3.224
7,221,bfs,drul,7,222,105,7,3.238
7,221,bfs,ludr,7,400,195,7,3.410
7,221,bfs,lurd,7,400,195,7,3.372
7,221,bfs,rdlu,7,235,112,7,3.687
7,221,bfs,rdul,7,222,105,7,3.390
7,221,bfs,uldr,7,387,188,7,3.516
7,221,bfs,ulrd,7,387,188,7,3.314
7,221,dfs,drlu,17,629,347,20,4.358
7,221,dfs,drul,17,342916,188125,20,245.498
7,221,dfs,ludr,19,1766886,968833,20,1351.874
7,221,dfs,lurd,19,2229348,1222919,20,1629.364
7,221,dfs,rdlu,17,629,347,20,4.218
7,221,dfs,rdul,17,342778,187992,20,242.059
7,221,dfs,uldr,19,1774423,972818,20,1321.587
7,221,dfs,ulrd,19,2237115,1226740,20,1624.490
7,222,astr,hamm,7,36,17,16,4.536
7,222,astr,manh,7,17,8,7,4.587
7,222,bfs,drlu,7,300,144,7,3.376
7,222,bfs,drul,7,265,127,7,3.552
7,222,bfs,ludr,7,539,255,7,3.502
7,222,bfs,lurd,7,539,255,7,3.450
7,222,bfs,rdlu,7,300,144,7,3.606
7,222,bfs,rdul,7,265,127,7,3.445
7,222,bfs,uldr,7,504,238,7,3.932
7,222,bfs,ulrd,7,504,238,7,3.408
7,222,dfs,drlu,19,118790,65048,20,84.522
7,222,dfs,drul,13,326835,179112,20,223.403
7,222,dfs,ludr,19,2162923,1185380,20,1542.362
7,222,dfs,lurd,19,2345282,1285739,20,1694.618
7,222,dfs,rdlu,19,62517,34241,20,46.820
7,222,dfs,rdul,13,298766,163771,20,204.884
7,222,dfs,uldr,19,2145006,1177533,20,1534.324
7,222,dfs,ulrd,19,1908260,1047483,20,1342.686
7,223,astr,hamm,7,20,8,7,4.306
7,223,astr,manh,7,20,8,7,4.666
7,223,bfs,drlu,7,286,136,7,3.565
7,223,bfs,drul,7,286,136,7,3.361
7,223,bfs,ludr,7,387,183,7,3.381
7,223,bfs,lurd,7,516,245,7,3.538
7,223,bfs,rdlu,7,415,198,7,3.896
7,223,bfs,rdul,7,415,198,7,3.427
7,223,bfs,uldr,7,387,183,7,3.572
7,223,bfs,ulrd,7,516,245,7,3.429
7,223,dfs,drlu,19,230764,126545,20,169.988
7,223,dfs,drul,19,251391,137882,20,183.783
7,223,dfs,ludr,19,1105651,606536,20,780.538
7,223,dfs,lurd,17,4926,2703,20,7.736
7,223,dfs,rdlu,19,4362450,2393111,20,2982.842
7,223,dfs,rdul,19,4357838,2390395,20,3024.759
7,223,dfs,uldr,19,1116576,612817,20,807.160
7,223,dfs,ulrd,17,4926,2703,20,7.385
7,224,astr,hamm,7,20,8,7,4.451
7,224,astr,manh,7,20,8,7,4.281
7,224,bfs,drlu,7,378,180,7,3.401
7,224,bfs,drul,7,378,180,7,3.343
7,224,bfs,ludr,7,476,226,7,3.455
7,224,bfs,lurd,7,427,202,7,3.429
7,224,bfs,rdlu,7,326,155,7,3.790
7,224,bfs,rdul,7,326,155,7,3.432
7,224,bfs,uldr,7,476,226,7,3.468
7,224,bfs,ulrd,7,427,202,7,3.365
7,224,dfs,drlu,19,502215,275338,20,342.550
7,224,dfs,drul,19,319645,175207,20,236.339
7,224,dfs,ludr,17,3015,1658,20,6.356
7,224,dfs,lurd,17,1370062,752246,20,1003.127
7,224,dfs,rdlu,19,784675,430330,20,536.070
7,224,dfs,rdul,19,772481,423637,20,523.176
7,224,dfs,uldr,17,3015,1658,20,6.502
7,224,dfs,ulrd,17,1369644,751782,20,972.476
7,225,astr,hamm,7,32,13,12,4.634
7,225,astr,manh,7,31,13,12,4.672
7,225,bfs,drlu,7,551,255,7,3.637
7,225,bfs,drul,7,621,288,7,3.631
7,225,bfs,ludr,7,442,203,7,3.973
7,225,bfs,lurd,7,427,197,7,3.796
7,225,bfs,rdlu,7,536,249,7,4.180
7,225,bfs,rdul,7,606,282,7,4.268
7,225,bfs,uldr,7,511,236,7,3.661
7,225,bfs,ulrd,7,496,230,7,3.594
7,225,dfs,drlu,19,239073,131129,20,165.803
7,225,dfs,drul,17,546062,299648,20,376.261
7,225,dfs,ludr,17,239708,131467,20,171.170
7,225,dfs,lurd,17,657600,360932,20,483.888
7,225,dfs,rdlu,19,267074,146429,20,184.510
7,225,dfs,rdul,19,588891,323204,20,398.867
7,225,dfs,uldr,19,1271082,697228,20,930.212
7,225,dfs,ulrd,17,1283246,703745,20,916.896
7,226,astr,hamm,7,18,8,7,4.371
7,226,astr,manh,7,25,12,11,4.646
7,226,bfs,drlu,7,260,125,7,3.217
7,226,bfs,drul,7,260,125,7,3.197
7,226,bfs,ludr,7,362,175,7,3.357
7,226,bfs,lurd,7,362,175,7,3.374
7,226,bfs,rdlu,7,260,125,7,3.509
7,226,bfs,rdul,7,260,125,7,3.505
7,226,bfs,uldr,7,362,175,7,3.811
7,226,bfs,ulrd,7,362,175,7,3.364
7,226,dfs,drlu,17,927610,508950,20,634.007
7,226,dfs,drul,17,1011367,554913,20,700.358
7,226,dfs,ludr,19,1766803,968790,20,1262.753
7,226,dfs,lurd,19,2229257,1222872,20,1621.537
7,226,dfs,rdlu,17,923068,506234,20,637.773
7,226,dfs,rdul,17,1016372,557192,20,701.071
7,226,dfs,uldr,19,1774340,972775,20,1277.651
7,226,dfs,ulrd,19,2237024,1226693,20,1634.815
7,227,astr,hamm,7,20,9,8,4.381
7,227,astr,manh,7,20,9,8,4.676
7,227,bfs,drlu,7,352,169,7,3.307
7,227,bfs,drul,7,464,220,7,3.475
7,227,bfs,ludr,7,338,161,7,3.567
7,227,bfs,lurd,7,338,161,7,3.429
7,227,bfs,rdlu,7,352,169,7,3.512
7,227,bfs,rdul,7,464,220,7,3.639
7,227,bfs,uldr,7,455,214,7,3.515
7,227,bfs,ulrd,7,455,214,7,3.411
7,227,dfs,drlu,19,437,248,20,4.146
7,227,dfs,drul,19,1366955,750544,20,956.765
7,227,dfs,ludr,17,1066334,584874,20,749.925
7,227,dfs,lurd,17,1076613,590503,20,819.924
7,227,dfs,rdlu,19,437,248,20,4.196
7,227,dfs,rdul,19,1366541,750080,20,946.903
7,227,dfs,uldr,19,576419,316056,20,408.922
7,227,dfs,ulrd,19,475657,260800,20,381.123
7,228,astr,hamm,7,19,8,7,4.417
7,228,astr,manh,7,19,8,7,4.687
7,228,bfs,drlu,7,313,148,7,3.310
7,228,bfs,drul,7,313,148,7,3.490
7,228,bfs,ludr,7,392,188,7,3.466
7,228,bfs,lurd,7,489,233,7,3.788
7,228,bfs,rdlu,7,415,195,7,3.575
7,228,bfs,rdul,7,415,195,7,3.642
7,228,bfs,uldr,7,392,188,7,3.460
7,228,bfs,ulrd,7,489,233,7,3.468
7,228,dfs,drlu,17,501732,275071,20,342.239
7,228,dfs,drul,17,319176,174946,20,222.128
7,228,dfs,ludr,19,841,470,20,4.806
7,228,dfs,lurd,19,1367143,750650,20,979.737
7,228,dfs,rdlu,17,842640,462109,20,588.413
7,228,dfs,rdul,17,862421,473025,20,583.189
7,228,dfs,uldr,19,841,470,20,4.743
7,228,dfs,ulrd,19,1366729,750186,20,978.068
7,229,astr,hamm,7,18,8,7,4.477
7,229,astr,manh,7,18,8,7,4.783
7,229,bfs,drlu,7,337,162,7,3.442
7,229,bfs,drul,7,337,162,7,3.698
7,229,bfs,ludr,7,300,144,7,3.508
7,229,bfs,lurd,7,285,138,7,3.385
7,229,bfs,rdlu,7,325,157,7,3.531
7,229,bfs,rdul,7,325,157,7,3.380
7,229,bfs,uldr,7,300,144,7,3.504
7,229,bfs,ulrd,7,285,138,7,3.249
7,229,dfs,drlu,19,921609,505665,20,619.172
7,229,dfs,drul,19,1022206,560840,20,702.439
7,229,dfs,ludr,17,1282080,703114,20,897.259
7,229,dfs,lurd,19,1468067,805065,20,1041.621
7,229,dfs,rdlu,19,922833,506102,20,620.988
7,229,dfs,rdul,19,1016935,557502,20,716.692
7,229,dfs,uldr,17,1282980,703349,20,891.757
7,229,dfs,ulrd,19,1471060,806202,20,1034.764
7,230,astr,hamm,7,26,12,11,4.911
7,230,astr,manh,7,20,10,9,4.637
7,230,bfs,drlu,7,235,112,7,3.230
7,230,bfs,drul,7,222,105,7,3.365
7,230,bfs,ludr,7,400,195,7,3.349
7,230,bfs,lurd,7,400,195,7,3.566
7,230,bfs,rdlu,7,235,112,7,3.239
7,230,bfs,rdul,7,222,105,7,3.313
7,230,bfs,uldr,7,387,188,7,3.517
7,230,bfs,ulrd,7,387,188,7,3.334
7,230,dfs,drlu,17,343173,188209,20,244.845
7,230,dfs,drul,17,19,18,20,3.905
7,230,dfs,ludr,19,4404757,2416143,20,3237.894
7,230,dfs,lurd,17,4174218,2289919,20,3003.148
7,230,dfs,rdlu,17,343310,188342,20,233.537
7,230,dfs,rdul,17,19,18,20,3.826
7,230,dfs,uldr,19,4215915,2313081,20,3010.102
7,230,dfs,ulrd,17,4171354,2288547,20,3011.815
7,231,astr,hamm,7,38,18,17,4.412
7,231,astr,manh,7,31,14,13,4.847
7,231,bfs,drlu,7,380,176,7,3.590
7,231,bfs,drul,7,385,178,7,4.259
7,231,bfs,ludr,7,626,289,7,3.694
7,231,bfs,lurd,7,575,267,7,3.827
7,231,bfs,rdlu,7,363,170,7,3.472
7,231,bfs,rdul,7,350,163,7,3.571
7,231,bfs,uldr,7,631,291,7,3.799
7,231,bfs,ulrd,7,562,260,7,3.589
7,231,dfs,drlu,17,91,57,20,3.928
7,231,dfs,drul,17,342406,187845,20,242.228
7,231,dfs,ludr,19,426904,234264,20,322.781
7,231,dfs,lurd,19,223138,122365,20,161.929
7,231,dfs,rdlu,17,343310,188342,20,236.554
7,231,dfs,rdul,17,19,18,20,3.884
7,231,dfs,uldr,19,716677,393372,20,520.835
7,231,dfs,ulrd,19,202143,110865,20,148.573
7,232,astr,hamm,7,42,20,19,4.662
7,232,astr,manh,7,24,11,10,4.872
7,232,bfs,drlu,7,278,134,7,3.264
7,232,bfs,drul,7,287,137,7,3.706
7,232,bfs,ludr,7,517,245,7,3.592
7,232,bfs,lurd,7,517,245,7,3.640
7,232,bfs,rdlu,7,278,134,7,3.712
7,232,bfs,rdul,7,287,137,7,3.664
7,232,bfs,uldr,7,526,248,7,3.799
7,232,bfs,ulrd,7,526,248,7,3.605
7,232,dfs,drlu,17,341409,187107,20,232.473
7,232,dfs,drul,19,438697,240705,20,315.638
7,232,dfs,ludr,19,4351486,2386893,20,3236.902
7,232,dfs,lurd,19,4357184,2390207,20,3147.978
7,232,dfs,rdlu,17,341603,187225,20,235.307
7,232,dfs,rdul,11,449091,246320,20,318.152
7,232,dfs,uldr,19,465413,255117,20,340.119
7,232,dfs,ulrd,19,485881,266410,20,404.765
7,233,astr,hamm,7,17,8,7,4.224
7,233,astr,manh,7,17,8,7,4.341
7,233,bfs,drlu,7,512,242,7,3.394
7,233,bfs,drul,7,512,242,7,3.762
7,233,bfs,ludr,7,290,140,7,3.299
7,233,bfs,lurd,7,292,140,7,3.523
7,233,bfs,rdlu,7,514,242,7,3.465
7,233,bfs,rdul,7,514,242,7,3.761
7,233,bfs,uldr,7,290,140,7,3.334
7,233,bfs,ulrd,7,292,140,7,3.338
7,233,dfs,drlu,19,4206985,2307438,20,2866.817
7,233,dfs,drul,19,4190641,2298755,20,2873.493
7,233,dfs,ludr,17,1009392,553344,20,735.999
7,233,dfs,lurd,15,568871,312051,20,405.229
7,233,dfs,rdlu,17,73550,40327,20,54.777
7,233,dfs,rdul,17,76809,42043,20,57.046
7,233,dfs,uldr,17,1058198,580260,20,787.720
7,233,dfs,ulrd,15,453804,248893,20,325.328
7,234,astr,hamm,7,27,12,11,4.749
7,234,astr,manh,7,37,17,16,5.006
7,234,bfs,drlu,7,690,318,7,3.755
7,234,bfs,drul,7,570,264,7,4.097
7,234,bfs,ludr,7,496,230,7,4.092
7,234,bfs,lurd,7,476,220,7,3.584
7,234,bfs,rdlu,7,670,308,7,3.744
7,234,bfs,rdul,7,550,254,7,3.619
7,234,bfs,uldr,7,375,176,7,3.605
7,234,bfs,ulrd,7,355,166,7,5.155
7,234,dfs,drlu,19,471378,258812,20,320.384
7,234,dfs,drul,19,223088,122336,20,155.997
7,234,dfs,ludr,19,1306773,716847,20,914.131
7,234,dfs,lurd,19,960815,527482,20,703.849
7,234,dfs,rdlu,17,186053,101962,20,156.600
7,234,dfs,rdul,17,95836,52566,20,68.838
7,234,dfs,uldr,17,343805,188613,20,247.361
7,234,dfs,ulrd,17,319,176,20,4.805
7,235,astr,hamm,7,17,8,7,4.646
7,235,astr,manh,7,24,12,11,4.868
7,235,bfs,drlu,7,395,192,7,3.299
7,235,bfs,drul,7,395,192,7,4.033
7,235,bfs,ludr,7,247,118,7,3.204
7,235,bfs,lurd,7,227,108,7,3.301
7,235,bfs,rdlu,7,375,182,7,4.634
7,235,bfs,rdul,7,375,182,7,3.266
7,235,bfs,uldr,7,247,118,7,3.369
7,235,bfs,ulrd,7,227,108,7,3.329
7,235,dfs,drlu,17,432824,237423,20,293.820
7,235,dfs,drul,17,63742,35022,20,49.470
7,235,dfs,ludr,17,343671,188480,20,275.645
7,235,dfs,lurd,17,319,176,20,4.232
7,235,dfs,rdlu,17,429406,235636,20,291.763
7,235,dfs,rdul,17,60024,32992,20,45.273
7,235,dfs,uldr,17,343805,188613,20,244.072
7,235,dfs,ulrd,17,319,176,20,4.299
7,236,astr,hamm,7,18,8,7,4.412
7,236,astr,manh,7,24,11,10,4.833
7,236,bfs,drlu,7,295,141,7,3.557
7,236,bfs,drul,7,280,135,7,3.523
7,236,bfs,ludr,7,349,168,7,3.292
7,236,bfs,lurd,7,342,165,7,3.830
7,236,bfs,rdlu,7,288,138,7,3.376
7,236,bfs,rdul,7,273,132,7,3.345
7,236,bfs,uldr,7,337,163,7,3.298
7,236,bfs,ulrd,7,330,160,7,3.437
7,236,dfs,drlu,17,1281902,703016,20,868.147
7,236,dfs,drul,19,1352072,741582,20,922.182
7,236,dfs,ludr,19,1993378,1093484,20,1491.353
7,236,dfs,lurd,19,1280939,702642,20,923.414
7,236,dfs,rdlu,17,1282596,703134,20,940.203
7,236,dfs,rdul,19,1368441,749962,20,936.553
7,236,dfs,uldr,19,1993448,1093377,20,1437.226
7,236,dfs,ulrd,19,1281046,702219,20,913.876
7,237,astr,hamm,7,20,9,8,4.418
7,237,astr,manh,7,26,11,10,4.513
7,237,bfs,drlu,7,387,185,7,3.550
7,237,bfs,drul,7,484,230,7,3.796
7,237,bfs,ludr,7,325,154,7,3.319
7,237,bfs,lurd,7,318,151,7,3.471
7,237,bfs,rdlu,7,380,182,7,3.678
7,237,bfs,rdul,7,477,227,7,3.483
7,237,bfs,uldr,7,427,201,7,3.395
7,237,bfs,ulrd,7,420,198,7,3.381
7,237,dfs,drlu,19,790,441,20,4.422
7,237,dfs,drul,19,1367103,750626,20,948.537
7,237,dfs,ludr,17,904738,496178,20,659.819
7,237,dfs,lurd,17,914806,501749,20,643.176
7,237,dfs,rdlu,19,728,407,20,4.336
7,237,dfs,rdul,19,1366633,750132,20,980.340
7,237,dfs,uldr,19,842843,462221,20,593.432
7,237,dfs,ulrd,19,862561,473103,20,604.983
7,238,astr,hamm,7,19,8,7,5.195
7,238,astr,manh,7,19,8,7,4.672
7,238,bfs,drlu,7,333,158,7,3.274
7,238,bfs,drul,7,333,158,7,3.503
7,238,bfs,ludr,7,364,175,7,3.291
7,238,bfs,lurd,7,469,223,7,4.101
7,238,bfs,rdlu,7,443,208,7,3.521
7,238,bfs,rdul,7,443,208,7,3.371
7,238,bfs,uldr,7,364,175,7,3.430
7,238,bfs,ulrd,7,469,223,7,3.509
7,238,dfs,drlu,17,1066133,584766,20,727.553
7,238,dfs,drul,17,1076427,590403,20,750.206
7,238,dfs,ludr,19,551,312,20,4.660
7,238,dfs,lurd,19,900661,494187,20,662.926
7,238,dfs,rdlu,17,172126,94345,20,120.863
7,238,dfs,rdul,17,74191,40598,20,58.194
7,238,dfs,uldr,19,551,312,20,4.467
7,238,dfs,ulrd,19,841773,461685,20,618.776
7,239,astr,hamm,7,18,8,7,4.900
7,239,astr,manh,7,23,10,9,5.141
7,239,bfs,drlu,7,357,172,7,3.337
7,239,bfs,drul,7,357,172,7,4.275
7,239,bfs,ludr,7,272,131,7,3.250
7,239,bfs,lurd,7,265,128,7,3.407
7,239,bfs,rdlu,7,350,169,7,3.335
7,239,bfs,rdul,7,350,169,7,3.340
7,239,bfs,uldr,7,272,131,7,4.068
7,239,bfs,ulrd,7,265,128,7,3.430
7,239,dfs,drlu,19,3556192,1950559,20,2438.898
7,239,dfs,drul,19,3738456,2050653,20,2549.602
7,239,dfs,ludr,19,928698,509541,20,701.266
7,239,dfs,lurd,19,1012084,555307,20,799.810
7,239,dfs,rdlu,19,3573142,1959525,20,2480.962
7,239,dfs,rdul,19,3762977,2063562,20,2651.828
7,239,dfs,uldr,19,956093,524264,20,685.893
7,239,dfs,ulrd,19,1039131,569628,20,748.986
7,240,astr,hamm,7,38,15,14,4.639
7,240,astr,manh,7,37,17,16,4.605
7,240,bfs,drlu,7,437,200,7,3.578
7,240,bfs,drul,7,422,194,7,3.712
7,240,bfs,ludr,7,560,260,7,3.556
7,240,bfs,lurd,7,626,291,7,3.786
7,240,bfs,rdlu,7,499,230,7,3.616
7,240,bfs,rdul,7,484,224,7,3.567
7,240,bfs,uldr,7,545,254,7,3.582
7,240,bfs,ulrd,7,611,285,7,3.771
7,240,dfs,drlu,17,239287,131245,20,167.500
7,240,dfs,drul,17,657380,360815,20,449.536
7,240,dfs,ludr,19,239124,131158,20,178.739
7,240,dfs,lurd,17,546290,299771,20,413.222
7,240,dfs,rdlu,19,550073,301842,20,375.390
7,240,dfs,rdul,19,385765,211658,20,263.761
7,240,dfs,uldr,19,2027723,1112256,20,1438.316
7,240,dfs,ulrd,19,1281834,702978,20,900.836
7,241,astr,hamm,7,21,9,8,4.455
7,241,astr,manh,7,26,12,11,4.801
7,241,bfs,drlu,7,471,223,7,3.384
7,241,bfs,drul,7,422,199,7,3.446
7,241,bfs,ludr,7,390,186,7,3.434
7,241,bfs,lurd,7,383,183,7,3.417
7,241,bfs,rdlu,7,464,220,7,3.434
7,241,bfs,rdul,7,415,196,7,3.482
7,241,bfs,uldr,7,338,161,7,3.371
7,241,bfs,ulrd,7,331,158,7,3.293
7,241,dfs,drlu,17,2717,1502,20,5.730
7,241,dfs,drul,17,1369789,752102,20,937.149
7,241,dfs,ludr,19,1887232,1035938,20,1343.206
7,241,dfs,lurd,19,2127539,1167906,20,1549.609
7,241,dfs,rdlu,17,2443,1351,20,5.512
7,241,dfs,rdul,17,1369219,751552,20,951.825
7,241,dfs,uldr,19,692732,380019,20,488.408
7,241,dfs,ulrd,19,691999,379659,20,505.619
7,242,astr,hamm,7,23,10,9,4.458
7,242,astr,manh,7,28,13,12,4.519
7,242,bfs,drlu,7,382,180,7,3.329
7,242,bfs,drul,7,511,242,7,3.790
7,242,bfs,ludr,7,298,142,7,3.359
7,242,bfs,lurd,7,291,139,7,3.264
7,242,bfs,rdlu,7,375,177,7,3.616
7,242,bfs,rdul,7,504,239,7,3.541
7,242,bfs,uldr,7,427,204,7,3.639
7,242,bfs,ulrd,7,420,201,7,3.312
7,242,dfs,drlu,17,1368286,751036,20,1063.845
7,242,dfs,drul,17,4650,2556,20,7.130
7,242,dfs,ludr,17,319493,175116,20,238.129
7,242,dfs,lurd,19,316659,173583,20,229.139
7,242,dfs,rdlu,17,1368465,751368,20,925.753
7,242,dfs,rdul,17,4437,2439,20,7.256
7,242,dfs,uldr,19,4362507,2393143,20,3149.519
7,242,dfs,ulrd,19,4357870,2390414,20,3137.311
7,243,astr,hamm,7,17,8,7,4.178
7,243,astr,manh,7,38,17,16,9.285
7,243,bfs,drlu,7,534,252,7,3.436
7,243,bfs,drul,7,534,252,7,3.687
7,243,bfs,ludr,7,312,150,7,3.283
7,243,bfs,lurd,7,270,130,7,3.527
7,243,bfs,rdlu,7,492,232,7,3.484
7,243,bfs,rdul,7,492,232,7,4.302
7,243,bfs,uldr,7,312,150,7,3.572
7,243,bfs,ulrd,7,270,130,7,3.297
7,243,dfs,drlu,19,2162886,1185360,20,1522.828
7,243,dfs,drul,19,2345253,1285724,20,1612.096
7,243,dfs,ludr,17,453241,248583,20,361.753
7,243,dfs,lurd,17,327569,179522,20,237.057
7,243,dfs,rdlu,17,1715345,941797,20,1177.919
7,243,dfs,rdul,17,1581248,868244,20,1107.972
7,243,dfs,uldr,17,568322,311751,20,419.018
7,243,dfs,ulrd,17,299524,164194,20,214.385
7,244,astr,hamm,7,17,8,7,4.324
7,244,astr,manh,7,24,11,10,4.932
7,244,bfs,drlu,7,395,192,7,3.428
7,244,bfs,drul,7,395,192,7,3.458
7,244,bfs,ludr,7,247,118,7,3.286
7,244,bfs,lurd,7,227,108,7,3.327
7,244,bfs,rdlu,7,375,182,7,3.450
7,244,bfs,rdul,7,375,182,7,3.550
7,244,bfs,uldr,7,247,118,7,3.324
7,244,bfs,ulrd,7,227,108,7,3.361
7,244,dfs,drlu,17,4171540,2288650,20,2944.400
7,244,dfs,drul,19,4378486,2402372,20,3002.558
7,244,dfs,ludr,17,1194,652,20,5.494
7,244,dfs,lurd,19,223186,122391,20,162.270
7,244,dfs,rdlu,17,4173716,2289646,20,2848.235
7,244,dfs,rdul,19,4089738,2243275,20,2842.144
7,244,dfs,uldr,17,1194,652,20,6.968
7,244,dfs,ulrd,19,208567,114314,20,151.325
7,245,astr,hamm,7,19,8,7,4.581
7,245,astr,manh,7,30,14,13,4.890
7,245,bfs,drlu,7,570,264,7,3.607
7,245,bfs,drul,7,688,317,7,3.837
7,245,bfs,ludr,7,375,176,7,3.753
7,245,bfs,lurd,7,355,166,7,3.441
7,245,bfs,rdlu,7,550,254,7,3.728
7,245,bfs,rdul,7,670,308,7,4.145
7,245,bfs,uldr,7,496,230,7,3.636
7,245,bfs,ulrd,7,478,221,7,3.568
7,245,dfs,drlu,19,1281464,702775,20,881.422
7,245,dfs,drul,19,2028305,1112574,20,1401.862
7,245,dfs,ludr,17,1194,652,20,4.997
7,245,dfs,lurd,19,223186,122391,20,217.377
7,245,dfs,rdlu,19,502246,275586,20,348.874
7,245,dfs,rdul,19,464734,255135,20,317.315
7,245,dfs,uldr,19,824359,452674,20,626.513
7,245,dfs,ulrd,19,1215730,666980,20,913.841
7,246,astr,hamm,7,20,8,7,4.465
7,246,astr,manh,7,47,21,20,5.676
7,246,bfs,drlu,7,680,315,7,3.813
7,246,bfs,drul,7,578,268,7,8.689
7,246,bfs,ludr,7,460,213,7,3.891
7,246,bfs,lurd,7,466,216,7,3.575
7,246,bfs,rdlu,7,686,318,7,3.808
7,246,bfs,rdul,7,584,271,7,3.988
